INCUMBENT,STATUS,ELECTIONCODE,ELECTIONDATE,STATEABBR,LEVEL,CHAMBER,DISTRICT,RACE,ETHNICITY,GENDER,PARTY,screen_name,name
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,White/Caucasian,Female,D,jessicaforega,Jessica Allison Fore
,Withdrew From Race,P,2022-05-24,GA,FL,FH,10.0,US Representative,,Male,R,coltoddheussner,Todd Heussner
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,patrickjwitt,Patrick J. Witt
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,swan4congress,Mitchell Swan
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,alansimsga,Alan Sims
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,alvey2022,Andrew Alvey
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,mattrichardsga,Matt Richards
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,davidcurryga,David Curry
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,Black/African American,Female,D,hatcherford10,Phyllis D. Hatcher
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,Black/African American,Female,D,tjg4ga,Tabitha A. Johnson-Green
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,mikecollinsga,Michael A. Collins
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,patriotbarr,Timothy Barr
Y,Withdrew From Race,P,2022-05-24,GA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,jodyhice,Jody Hice
,Running,P,2022-05-24,GA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,paulbrounforga,Paul C. Broun
,Running,P,2022-05-24,GA,FL,FH,11.0,US Representative,Hispanic/Latino,Male,D,antoniodaza,Antonio M. Daza-Fernandez
,Withdrew From Race,P,2022-05-24,GA,FL,FH,11.0,US Representative,White/Caucasian,Female,D,heatherk_ga,Heather Kilpatrick
,Running,P,2022-05-24,GA,FL,FH,11.0,US Representative,,Male,D,bcannon4ga,Beau A.R. Cannon
Y,Running,P,2022-05-24,GA,FL,FH,11.0,US Representative,White/Caucasian,Male,R,standwithbarry,Barry Loudermilk
Y,Running,P,2022-05-24,GA,FL,FH,12.0,US Representative,White/Caucasian,Male,R,rickallen,Rick W. Allen
,Running,P,2022-05-24,GA,FL,FH,12.0,US Representative,Black/African American,Female,D,lizjohnsonforus,Elizabeth N. Johnson
,Running,P,2022-05-24,GA,FL,FH,13.0,US Representative,,Male,D,bakerforsfulton,Mark Baker
,Running,P,2022-05-24,GA,FL,FH,13.0,US Representative,White/Caucasian,Female,R,calinaplotky,Calina Plotky
,Withdrew From Race,P,2022-05-24,GA,FL,FH,13.0,US Representative,Black/African American,Male,D,dradgray1,Antonio Darnell Gray
Y,Running,P,2022-05-24,GA,FL,FH,13.0,US Representative,Black/African American,Male,D,electdavidscott,David Scott
,Running,P,2022-05-24,GA,FL,FH,14.0,US Representative,,Male,R,ericbcunningham,Eric Cunningham
,Running,P,2022-05-24,GA,FL,FH,14.0,US Representative,,Female,D,wendyforus,Wendy Davis
,Running,P,2022-05-24,GA,FL,FH,14.0,US Representative,White/Caucasian,Female,D,holly_4congress,Holly McCormack
,Running,P,2022-05-24,GA,FL,FH,14.0,US Representative,Black/African American,Male,D,marcus4georgia,Marcus Flowers
,Running,P,2022-05-24,GA,FL,FH,14.0,US Representative,Black/African American,Female,D,lateefah4ga,Lateefah B. Conner
Y,Running,P,2022-05-24,GA,FL,FH,14.0,US Representative,White/Caucasian,Female,R,repmtg,Marjorie Taylor Greene
,Running,P,2022-05-24,GA,FL,FH,2.0,US Representative,,Male,R,thejeremyhunt,Jeremy Hunt
,Running,P,2022-05-24,GA,FL,FH,2.0,US Representative,Black/African American,Male,R,greatamericanz,Tracy M. Taylor
,Running,P,2022-05-24,GA,FL,FH,2.0,US Representative,Black/African American,Female,R,vivianchilds,Vivian L. Childs
Y,Running,P,2022-05-24,GA,FL,FH,2.0,US Representative,Black/African American,Male,D,sanfordbishop,Sanford D. Bishop
,Running,P,2022-05-24,GA,FL,FH,3.0,US Representative,,Female,R,rhondamerica1st,Rhonda Elaine Simpson
,Running,P,2022-05-24,GA,FL,FH,3.0,US Representative,White/Caucasian,Male,R,craigussenate,Jared B. Craig
,Running,P,2022-05-24,GA,FL,FH,3.0,US Representative,Black/African American,Male,D,valforcongress3,Val Almonord
Y,Running,P,2022-05-24,GA,FL,FH,3.0,US Representative,White/Caucasian,Male,R,drewfergusonga,Drew Ferguson
Y,Running,P,2022-05-24,GA,FL,FH,4.0,US Representative,Black/African American,Male,D,reelecthank,Hank Johnson
Y,Running,P,2022-05-24,GA,FL,FH,5.0,US Representative,Black/African American,Female,D,nikemawilliams,Nikema Williams
,Running,P,2022-05-24,GA,FL,FH,6.0,US Representative,,Female,R,suzivoyles,Susan Voyles
,Running,P,2022-05-24,GA,FL,FH,6.0,US Representative,,Female,R,staplescongress,Mary Mallory Staples
,Running,P,2022-05-24,GA,FL,FH,6.0,US Representative,,Female,D,clarkreuter,Kimberly Ann Clark Reuter
,Withdrew From Race,P,2022-05-24,GA,FL,FH,6.0,US Representative,White/Caucasian,Male,R,haroldearls,Harold Earls
,Running,P,2022-05-24,GA,FL,FH,6.0,US Representative,White/Caucasian,Female,R,forpaulette,Paulette Smith
,Running,P,2022-05-24,GA,FL,FH,6.0,US Representative,White/Caucasian,Male,R,blakeharbin8,Blake Harbin
,Running,P,2022-05-24,GA,FL,FH,6.0,US Representative,,Female,R,elfredadesvign1,Elfreda A. Desvignes
,Running,P,2022-05-24,GA,FL,FH,6.0,US Representative,White/Caucasian,Male,R,richforga,Richard D. McCormick
Y,Running,P,2022-05-24,GA,FL,FH,6.0,US Representative,Black/African American,Female,D,lucymcbath,Lucy McBath
,Running,P,2022-05-24,GA,FL,FH,6.0,US Representative,White/Caucasian,Male,R,jakeevansga,Jake Evans
,Running,P,2022-05-24,GA,FL,FH,6.0,US Representative,White/Caucasian,Female,R,hansonforhouse,Meagan Hanson
,Running,P,2022-05-24,GA,FL,FH,7.0,US Representative,Black/African American,Male,R,ygnyghtstorm,Yahanseh George
,Running,P,2022-05-24,GA,FL,FH,7.0,US Representative,,Male,R,corbin4congress,Michael A. Corbin
,Running,P,2022-05-24,GA,FL,FH,7.0,US Representative,Black/African American,Female,R,lisanoelbabbage,Lisa N. Babbage
,Running,P,2022-05-24,GA,FL,FH,7.0,US Representative,White/Caucasian,Male,R,markcongressga7,Mark Gonsalves
Y,Running,P,2022-05-24,GA,FL,FH,7.0,US Representative,White/Caucasian,Female,D,carolyn4ga7,Carolyn Bourdeaux
,Running,P,2022-05-24,GA,FL,FH,7.0,US Representative,Asian/Pacific American,Male,R,yuforcongress,Eugene C. Yu
,Running,P,2022-05-24,GA,FL,FH,8.0,US Representative,,Male,R,reece4congress,Michael Reece
Y,Running,P,2022-05-24,GA,FL,FH,8.0,US Representative,White/Caucasian,Male,R,austinscott4ga,Austin Scott
,Running,P,2022-05-24,GA,FL,FH,9.0,US Representative,,Male,R,ben_souther,Benjamin Odum Souther
,Running,P,2022-05-24,GA,FL,FH,9.0,US Representative,,Male,D,walton4congress,Paul Walton
Y,Running,P,2022-05-24,GA,FL,FH,9.0,US Representative,White/Caucasian,Male,R,clyde4congress,Andrew Clyde
,Running,P,2022-05-24,GA,FL,FS,,US Senator,Black/African American,Male,R,kelvinking4ga,Kelvin King
,Running,P,2022-05-24,GA,FL,FS,,US Senator,,Male,R,lathamsaddler,Latham Saddler
Y,Running,P,2022-05-24,GA,FL,FS,,US Senator,Black/African American,Male,D,reverendwarnock,Raphael Warnock
,Withdrew From Race,P,2022-05-24,GA,FL,FS,,US Senator,White/Caucasian,Female,R,kloeffler,Kelly Loeffler
,Running,P,2022-05-24,GA,FL,FS,,US Senator,Black/African American,Male,R,herschelwalker,Herschel Walker
,Running,P,2022-05-24,GA,FL,FS,,US Senator,Black/African American,Female,D,tamarashealey,Tamara Y. Johnson-Shealey
,Running,P,2022-05-24,GA,FL,FS,,US Senator,White/Caucasian,Male,R,joshclarkga,Josh Clark
,Running,P,2022-05-24,GA,FL,FS,,US Senator,White/Caucasian,Male,R,garyblackforga,Gary Ward Black
Y,Running,P,2022-08-13,HI,FL,FH,1.0,US Representative,White/Caucasian,Male,D,edcasehawaii,Ed Case
Y,Running,P,2022-08-13,HI,FL,FH,2.0,US Representative,Hawaiian/Pacific Islander,Male,D,kaikahele,Kaiali'i Kahele
Y,Running,P,2022-08-13,HI,FL,FS,,US Senator,White/Caucasian,Male,D,schatzforhawaii,Brian Schatz
,Running,P,2022-05-17,ID,FL,FH,1.0,US Representative,White/Caucasian,Male,R,brian_lenney,Brian Lenney
Y,Running,P,2022-05-17,ID,FL,FH,1.0,US Representative,White/Caucasian,Male,R,russfulcher,Russ Fulcher
Y,Running,P,2022-05-17,ID,FL,FH,2.0,US Representative,White/Caucasian,Male,R,mikesimpson4id,Mike Simpson
,Running,P,2022-05-17,ID,SL,SH,,US Senator,,Male,D,rothforidaho,David Roth
,Running,P,2022-05-17,ID,FL,FS,,US Senator,,Male,R,littlesenator,Mike James Little
,Withdrew From Race,P,2022-05-17,ID,FL,FS,,US Senator,White/Caucasian,Male,R,jeremygilbertid,Jeremy J. Gilbert
Y,Running,P,2022-05-17,ID,FL,FS,,US Senator,White/Caucasian,Male,R,crapoforsenate,Mike Crapo
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,Black/African American,Male,D,thejacksonfile,Jonathan Jackson
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,,Male,R,ericcarlsonil01,Eric Joseph Carlson
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,,Male,D,ilikemikepayne,Michael Aaron Payne
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,,Female,D,votekarin,Karin M. Norington-Reaves
,Withdrew From Race,P,2022-06-28,IL,FL,FH,1.0,US Representative,Black/African American,Female,D,ilfordowell,Patricia R. Dowell
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,,Male,D,deenixofficial,Darius Nix
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,Black/African American,Male,D,christhecitizen,Christopher Butler
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,,Male,D,mathompson_jr,Michael A. Thompson
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,Black/African American,Male,D,jahmalcole2022,Jahmal Cole
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,Black/African American,Male,D,birganskirby,Kirby J. Birgans
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,Black/African American,Female,R,philaniseforco1,Philanise White
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,Black/African American,Female,D,ameenamatthews,Ameena N. Matthews
,Running,P,2022-06-28,IL,FL,FH,1.0,US Representative,Black/African American,Female,D,drstephanyrose,Stephany Rose Spaulding
,Running,P,2022-06-21,IL,FL,FH,1.0,US Representative,Black/African American,Female,D,senatorjacqui,Jacqueline Y. Collins
Y,Withdrew From Race,P,2022-06-28,IL,FL,FH,1.0,US Representative,Black/African American,Male,D,bobbyrushfor1st,Bobby L. Rush
Y,Running,P,2022-06-28,IL,FL,FH,10.0,US Representative,White/Caucasian,Male,D,schneider4il10,Brad Schneider
,Running,P,2022-06-28,IL,FL,FH,11.0,US Representative,,Female,R,andreaheeg,Andrea Heeg
,Running,P,2022-06-28,IL,FL,FH,11.0,US Representative,White/Caucasian,Male,R,jerryevans2020,Jerry Evans
,Running,P,2022-06-28,IL,FL,FH,11.0,US Representative,Two or More Ethnicities,Female,R,catalinalauf,Catalina Lauf
Y,Running,P,2022-06-28,IL,FL,FH,11.0,US Representative,White/Caucasian,Male,D,foster4congress,Bill Foster
,Running,P,2022-06-28,IL,FL,FH,12.0,US Representative,White/Caucasian,Female,R,miller_congress,Mary Miller
Y,Running,P,2022-06-28,IL,FL,FH,12.0,US Representative,White/Caucasian,Male,R,bostforcongress,Mike Bost
,Running,P,2022-06-28,IL,FL,FH,13.0,US Representative,White/Caucasian,Female,R,regan4congress,Regan Deering
,Running,P,2022-06-28,IL,FL,FH,13.0,US Representative,Black/African American,Male,D,palmerforil,David Palmer
,Running,P,2022-06-28,IL,FL,FH,13.0,US Representative,White/Caucasian,Female,D,nikki4congress,Nicole Jai Budzinski
,Running,P,2022-06-28,IL,FL,FH,14.0,US Representative,White/Caucasian,Male,R,koolidge,Michael Kool
,Running,P,2022-06-28,IL,FL,FH,14.0,US Representative,White/Caucasian,Male,R,jacklombardi,Jack Lombardi
Y,Running,P,2022-06-28,IL,FL,FH,14.0,US Representative,Black/African American,Female,D,laurenunderwood,Lauren Underwood
,Running,P,2022-06-28,IL,FL,FH,14.0,US Representative,White/Caucasian,Male,R,marter4congress,James T. Marter
,Withdrew From Race,P,2022-06-28,IL,FL,FH,16.0,US Representative,White/Caucasian,Female,R,amore_leona,Leona Di Amore
Y,Withdrew From Race,P,2022-06-28,IL,FL,FH,16.0,US Representative,White/Caucasian,Male,R,adamkinzinger,Adam Kinzinger
,Running,P,2022-06-28,IL,FL,FH,17.0,US Representative,,Female,D,angienormoyle,Angela H. Normoyle
,Running,P,2022-06-28,IL,FL,FH,17.0,US Representative,White/Caucasian,Female,D,congressmarsha,Marsha V. Williams
,Running,P,2022-06-28,IL,FL,FH,17.0,US Representative,White/Caucasian,Female,R,esther4congress,Esther J. King
,Running,P,2022-06-28,IL,FL,FH,17.0,US Representative,Black/African American,Female,D,litesawallace,Litesa E. Wallace
Y,Withdrew From Race,P,2022-06-28,IL,FL,FH,17.0,US Representative,White/Caucasian,Female,D,cheribustos,Cheri Bustos
Y,Running,P,2022-06-28,IL,FL,FH,2.0,US Representative,Black/African American,Female,D,robinlynnekelly,Robin Kelly
,Running,P,2022-06-28,IL,FL,FH,3.0,US Representative,,Male,R,justinburau,Justin Burau
,Running,P,2022-06-28,IL,FL,FH,3.0,US Representative,Hispanic/Latino,Male,D,gilbert36ward,Gilbert Villegas
,Running,P,2022-06-28,IL,FL,FH,3.0,US Representative,Hispanic/Latino,Female,D,delia4congress,Delia C. Ramirez
Y,Running,P,2022-06-28,IL,FL,FH,4.0,US Representative,Hispanic/Latino,Male,D,chuyforcongress,Jesús G. Garcia
,Withdrew From Race,P,2022-06-28,IL,FL,FH,5.0,US Representative,,Male,D,hoandhuynh,Khai-Hoan Dac Huynh
,Running,P,2022-06-28,IL,FL,FH,5.0,US Representative,White/Caucasian,Male,D,raleighbowman,Raleigh Bowman
Y,Running,P,2022-06-28,IL,FL,FH,5.0,US Representative,White/Caucasian,Male,D,quigleycampaign,Mike Quigley
,Running,P,2022-06-28,IL,FL,FH,6.0,US Representative,,Male,R,mayorpekau,Keith Pekau
,Running,P,2022-06-28,IL,FL,FH,6.0,US Representative,White/Caucasian,Female,R,niki_conforti,Niki Conforti
,Running,P,2022-06-28,IL,FL,FH,6.0,US Representative,,Male,R,cruzforil,Robert Cruz
Y,Running,P,2022-06-28,IL,FL,FH,6.0,US Representative,White/Caucasian,Male,D,votecasten,Sean Casten
,Running,P,2022-06-28,IL,FL,FH,6.0,US Representative,White/Caucasian,Female,D,marie4congress,Marie Newman
,Running,P,2022-06-28,IL,FL,FH,7.0,US Representative,Black/African American,Female,D,kinacollinsil,Kina I. Collins
Y,Running,P,2022-06-28,IL,FL,FH,7.0,US Representative,Black/African American,Male,D,dannykdavis7th,Danny K. Davis
,Running,P,2022-06-28,IL,FL,FH,8.0,US Representative,,Male,D,junaidforus,Junaid U. Ahmed
,Running,P,2022-06-28,IL,FL,FH,8.0,US Representative,White/Caucasian,Male,D,faheem4congress,Mohammed Faheem
Y,Running,P,2022-06-28,IL,FL,FH,8.0,US Representative,Other,Male,D,rajaforcongress,Raja Krishnamoorthi
Y,Running,P,2022-06-28,IL,FL,FH,9.0,US Representative,White/Caucasian,Female,D,janschakowsky,Jan Schakowsky
,Running,P,2022-06-28,IL,FL,FS,,US Senator,,Male,R,uamerica333,Robert Piton
,Withdrew From Race,P,2022-06-28,IL,FL,FS,,US Senator,White/Caucasian,Female,R,allison81821881,Allison Salinas
,Running,P,2022-06-28,IL,FL,FS,,US Senator,,Male,R,arview4illinois,Timothy C. Arview
,Running,P,2022-06-28,IL,FL,FS,,US Senator,White/Caucasian,Male,R,caseysenate,Casey Chlebek
,Running,P,2022-06-28,IL,FL,FS,,US Senator,Black/African American,Female,R,peggyhubbardil,Peggy Hubbard
,Running,P,2022-06-28,IL,FL,FS,,US Senator,Black/African American,Male,R,tillman_ii,Jimmy L. Tillman
Y,Running,P,2022-06-28,IL,FL,FS,,US Senator,Asian/Pacific American,Female,D,tammyduckworth,Tammy Duckworth
,Running,P,2022-05-03,IN,FL,FH,1.0,US Representative,,Male,R,votelucas2022,Martin Lucas
,Running,P,2022-05-03,IN,FL,FH,1.0,US Representative,,Female,R,jenruthgreen,Jennifer-Ruth Green
Y,Running,P,2022-05-03,IN,FL,FH,1.0,US Representative,White/Caucasian,Male,D,mrvan4congress,Frank Mrvan
,Withdrew From Race,P,2022-05-03,IN,FL,FH,1.0,US Representative,White/Caucasian,Male,D,gomcdermott,Thomas M. McDermott
,Running,P,2022-05-03,IN,FL,FH,2.0,US Representative,,Male,D,stephenkurant,Stephen Kurant
Y,Running,P,2022-05-03,IN,FL,FH,2.0,US Representative,White/Caucasian,Female,R,jackiewalorski,Jackie Walorski
,Running,P,2022-05-03,IN,FL,FH,3.0,US Representative,,Male,D,snyderforin03,Gary Snyder
,Withdrew From Race,P,2022-05-03,IN,FL,FH,3.0,US Representative,White/Caucasian,Male,D,forrestbower4in,Forrest A. Bower
,Withdrew From Race,P,2022-05-03,IN,FL,FH,3.0,US Representative,White/Caucasian,Male,D,stephensforin3,John M. Stephens
Y,Running,P,2022-05-03,IN,FL,FH,3.0,US Representative,White/Caucasian,Male,R,jim_banks,Jim Banks
,Running,P,2022-05-03,IN,FL,FH,4.0,US Representative,,Male,R,tcbookwalter,Thomas Charles Bookwalter
Y,Running,P,2022-05-03,IN,FL,FH,4.0,US Representative,White/Caucasian,Male,R,electjimbaird,Jim Baird
Y,Running,P,2022-05-03,IN,FL,FH,5.0,US Representative,White/Caucasian,Female,R,victoria_spartz,Victoria Spartz
,Withdrew From Race,P,2022-05-03,IN,FL,FH,6.0,US Representative,White/Caucasian,Male,D,bartonteeters,Barton W. Teeters
Y,Running,P,2022-05-03,IN,FL,FH,6.0,US Representative,White/Caucasian,Male,R,gregpencein,Greg Pence
Y,Running,P,2022-05-03,IN,FL,FH,7.0,US Representative,Black/African American,Male,D,andre4congress,Andre Carson
,Withdrew From Race,P,2022-05-03,IN,FL,FH,8.0,US Representative,White/Caucasian,Male,R,realgabewhitley,Gabriel M. Whitley
Y,Running,P,2022-05-03,IN,FL,FH,8.0,US Representative,White/Caucasian,Male,R,drlarrybucshon,Larry Bucshon
,Running,P,2022-05-03,IN,FL,FH,9.0,US Representative,White/Caucasian,Male,D,hoosiers4fyfe,Matthew J. Fyfe
,Running,P,2022-05-03,IN,FL,FH,9.0,US Representative,White/Caucasian,Male,D,dliamdorris,D. Liam Dorris
Y,Withdrew From Race,P,2022-05-03,IN,FL,FH,9.0,US Representative,White/Caucasian,Male,R,votefortrey,Trey Hollingsworth
,Running,P,2022-05-03,IN,FL,FS,,US Senator,Black/African American,Female,D,haneefahkhaaliq,Haneefah Khaaliq
,Running,P,2022-05-03,IN,FL,FS,,US Senator,Black/African American,Female,D,drvmccray2022,Valerie L. McCray
Y,Running,P,2022-05-03,IN,FL,FS,,US Senator,White/Caucasian,Male,R,toddyoungin,Todd C. Young
,Running,P,2022-06-07,IA,FL,FH,1.0,US Representative,White/Caucasian,Female,D,bohannaniowa,Christina Bohannan
,Running,P,2022-06-07,IA,FL,FH,1.0,US Representative,White/Caucasian,Female,R,millermeeks,Mariannette Miller-Meeks
,Running,P,2022-06-07,IA,FL,FH,2.0,US Representative,White/Caucasian,Female,R,hinsonashley,Ashley Hinson
,Running,P,2022-06-07,IA,FL,FH,2.0,US Representative,White/Caucasian,Female,D,lizmathis1,Liz Mathis
,Running,P,2022-06-07,IA,FL,FH,3.0,US Representative,,Female,R,nicolehasso,Nicole Hasso
Y,Running,P,2022-06-07,IA,FL,FH,3.0,US Representative,White/Caucasian,Female,D,axne4congress,Cindy Axne
,Running,P,2022-06-07,IA,FL,FH,3.0,US Representative,White/Caucasian,Male,R,nunnforcongress,Zach Nunn
,Withdrew From Race,P,2022-06-07,IA,FL,FH,3.0,US Representative,White/Caucasian,Female,R,maryannhanusa,Mary Ann Hanusa
Y,Running,P,2022-06-07,IA,FL,FH,4.0,US Representative,White/Caucasian,Male,R,randyfeenstra,Randy Feenstra
,Running,P,2022-06-07,IA,FL,FS,,US Senator,,Male,D,drglennhurst,Glenn Hurst
,Withdrew From Race,P,2022-06-07,IA,FL,FS,,US Senator,,Male,D,davemuhlbauer,Dave Muhlbauer
,Running,P,2022-06-07,IA,FL,FS,,US Senator,White/Caucasian,Male,R,carlinussenate,Jim Carlin
,Running,P,2022-06-07,IA,FL,FS,,US Senator,White/Caucasian,Female,D,abby4iowa,Abby Finkenauer
,Running,P,2022-06-07,IA,FL,FS,,US Senator,White/Caucasian,Male,D,frankenforiowa,Michael T. Franken
Y,Running,P,2022-06-07,IA,FL,FS,,US Senator,White/Caucasian,Male,R,grassleyworks,Chuck Grassley
,Withdrew From Race,P,2022-08-02,KS,FL,FH,1.0,US Representative,White/Caucasian,Male,D,soetaertmichael,Michael A. Soetaert
Y,Running,P,2022-08-02,KS,FL,FH,1.0,US Representative,White/Caucasian,Male,R,traceymannks,Tracey Mann
,Running,P,2022-08-02,KS,FL,FH,2.0,US Representative,White/Caucasian,Male,D,patrickforks,Patrick Schmidt
Y,Running,P,2022-08-02,KS,FL,FH,2.0,US Representative,White/Caucasian,Male,R,jakelaturner,Jake LaTurner
,Running,P,2022-08-02,KS,FL,FH,3.0,US Representative,White/Caucasian,Female,R,amanda_adkins,Amanda L. Adkins
Y,Running,P,2022-08-02,KS,FL,FH,3.0,US Representative,Indian/Native American,Female,D,sharicedavids,Sharice Davids
Y,Running,P,2022-08-02,KS,FL,FH,4.0,US Representative,White/Caucasian,Male,R,ronestesks,Ron Estes
,Running,P,2022-08-02,KS,FL,FS,,US Senator,,Male,D,holland4kansas,Mark R. Holland
,Running,P,2022-08-02,KS,FL,FS,,US Senator,White/Caucasian,Female,R,farrforus,Joan E. Farr
Y,Running,P,2022-08-02,KS,FL,FS,,US Senator,White/Caucasian,Male,R,moranforkansas,Jerry Moran
,Withdrew From Race,P,2022-05-17,KY,FL,FH,1.0,US Representative,White/Caucasian,Male,R,sharpcongress,David L. Sharp
,Running,P,2022-05-17,KY,FL,FH,1.0,US Representative,White/Caucasian,Male,D,jimmy4congress,Jimmy C. Ausbrooks
Y,Running,P,2022-05-17,KY,FL,FH,1.0,US Representative,White/Caucasian,Male,R,repjamescomer,James Comer
,Running,P,2022-05-17,KY,FL,FH,2.0,US Representative,White/Caucasian,Male,D,compton4ky2022,William D. Compton
Y,Running,P,2022-05-17,KY,FL,FH,2.0,US Representative,White/Caucasian,Male,R,brettguthrie,Brett Guthrie
,Running,P,2022-05-17,KY,FL,FH,3.0,US Representative,White/Caucasian,Female,R,rhonda_congress,Rhonda R. Palazzo
,Running,P,2022-05-17,KY,FL,FH,3.0,US Representative,Black/African American,Female,D,atticaforky,Attica Scott
,Running,P,2022-05-17,KY,FL,FH,3.0,US Representative,White/Caucasian,Male,R,puccettig,Gregory P. Puccetti
,Withdrew From Race,P,2022-05-17,KY,FL,FH,3.0,US Representative,,Male,R,superdevore7,Robert L. DeVore
,Running,P,2022-05-17,KY,FL,FH,4.0,US Representative,,Female,R,clairewirth4ky,Claire Wirth
Y,Running,P,2022-05-17,KY,FL,FH,4.0,US Representative,White/Caucasian,Male,R,massieforky,Thomas Massie
,Running,P,2022-05-17,KY,FL,FH,5.0,US Representative,,Female,R,jandrews1stgen,Jeannette Andrews
,Running,P,2022-05-17,KY,FL,FH,5.0,US Representative,,Male,R,richardvandam6,Richard J. Van Dam
Y,Running,P,2022-05-17,KY,FL,FH,5.0,US Representative,White/Caucasian,Male,R,halrogersky5,Hal Rogers
,Running,P,2022-05-17,KY,FL,FH,6.0,US Representative,White/Caucasian,Male,D,forpreece,Christopher Preece
,Running,P,2022-05-17,KY,FL,FH,6.0,US Representative,White/Caucasian,Male,R,liberty4ky,Derek L. Petteys
Y,Running,P,2022-05-17,KY,FL,FH,6.0,US Representative,White/Caucasian,Male,R,barrforcongress,Andy Barr
,Running,P,2022-05-17,KY,FL,FS,,US Senator,White/Caucasian,Male,D,joshuablantonsr,Joshua Wesley Blanton
,Running,P,2022-05-17,KY,FL,FS,,US Senator,,Female,D,ruthgao4ky,Ruth Ann Gao
,Running,P,2022-05-17,KY,FL,FS,,US Senator,Black/African American,Male,D,booker4ky,Charles Booker
Y,Running,P,2022-05-17,KY,FL,FS,,US Senator,White/Caucasian,Male,R,randpaul,Rand Paul
Y,Running,P,2022-11-08,LA,FL,FH,1.0,US Representative,White/Caucasian,Male,R,stevescalisegop,Steve Scalise
Y,Running,P,2022-11-08,LA,FL,FH,2.0,US Representative,Black/African American,Male,D,troyc4congress,Troy Carter
,Withdrew From Race,P,2022-11-08,LA,FL,FH,3.0,US Representative,White/Caucasian,Male,D,grangerforla,Dustin Granger
Y,Running,P,2022-11-08,LA,FL,FH,3.0,US Representative,White/Caucasian,Male,R,captclayhiggins,Clay Higgins
Y,Running,P,2022-11-08,LA,FL,FH,4.0,US Representative,White/Caucasian,Male,R,mikejohnson,Mike Johnson
Y,Running,P,2022-11-08,LA,FL,FH,5.0,US Representative,White/Caucasian,Female,R,jbletlow,Julia Letlow
Y,Running,P,2022-11-08,LA,FL,FH,6.0,US Representative,White/Caucasian,Male,R,garretgraves,Garret Graves
,Running,P,2022-11-08,LA,FL,FS,,US Senator,Black/African American,Male,D,garychambersjr,Gary Chambers
Y,Running,P,2022-11-08,LA,FL,FS,,US Senator,White/Caucasian,Male,R,johnkennedyla,John Kennedy
,Running,P,2022-06-14,ME,FL,FH,1.0,US Representative,Black/African American,Male,D,aaronamede,Aaron Amede
Y,Running,P,2022-06-14,ME,FL,FH,1.0,US Representative,White/Caucasian,Female,D,pingreeforme,Chellie Pingree
,Running,P,2022-06-14,ME,FL,FH,2.0,US Representative,,Female,R,lizformaine,Elizabeth Caruso
,Running,P,2022-06-14,ME,FL,FH,2.0,US Representative,White/Caucasian,Male,D,msutton4mh126,Michael Phillip Sutton
Y,Running,P,2022-06-14,ME,FL,FH,2.0,US Representative,White/Caucasian,Male,D,golden4congress,Jared Golden
,Running,P,2022-06-14,ME,FL,FH,2.0,US Representative,White/Caucasian,Male,R,brucepoliquin,Bruce L. Poliquin
,Running,P,2022-06-28,MD,FL,FH,1.0,US Representative,White/Caucasian,Female,D,electjenrn,Jennifer Pingley
,Withdrew From Race,P,2022-06-28,MD,FL,FH,1.0,US Representative,White/Caucasian,Female,D,mia4md,Mia D. Mason
,Running,P,2022-06-28,MD,FL,FH,1.0,US Representative,,Male,D,dave_harden,R. David Harden
,Running,P,2022-06-28,MD,FL,FH,1.0,US Representative,White/Caucasian,Female,D,heathermizeur,Heather R. Mizeur
Y,Running,P,2022-06-28,MD,FL,FH,1.0,US Representative,White/Caucasian,Male,R,repandyharrismd,Andy Harris
,Running,P,2022-06-28,MD,FL,FH,2.0,US Representative,Black/African American,Male,R,berneyflowers,Bernard Flowers
